hospital_clean,medical_condition,total_admissions,average_billing
smith inc,Diabetes,7,32532.447227745874
smith inc,Hypertension,7,18373.27103787419
smith inc,Obesity,2,23952.70965292021
"smith james and salazar,",Obesity,1,39218.20274651858
"smith jensen, shaffer and",Obesity,2,42524.70332796175
"smith johnson pruitt, and",Arthritis,1,39522.667373993776
"smith johnson, and hendricks",Asthma,1,37925.846748740274
"smith jones cook, and",Cancer,1,29451.822968420376
"smith jones taylor, and",Hypertension,1,45623.71207347269
"smith jones, walker and",Diabetes,1,40643.875259970926
"smith king and rowland,",Arthritis,1,33108.41870268461
"smith klein hall, and",Diabetes,1,43382.17204903427
"smith lewis and weeks,",Asthma,1,37672.49240081651
"smith li, and walker",Cancer,1,46916.75643586885
"smith lindsey, and morrison",Obesity,2,26774.00751694456
"smith liu and harris,",Cancer,1,38679.832662568326
smith llc,Arthritis,11,31694.45473620804
smith llc,Asthma,6,15841.41901536217
smith llc,Cancer,4,18351.71761941027
smith llc,Diabetes,7,22976.55674521483
smith llc,Obesity,4,13438.34054397661
"smith lopez, williams and",Diabetes,1,8168.434558123256
"smith lowe, and stewart",Diabetes,2,47022.12423695386
smith ltd,Arthritis,7,27505.08589725267
smith ltd,Asthma,5,16460.337694608217
smith ltd,Cancer,6,29625.02148385906
smith ltd,Diabetes,7,35304.94941283227
smith ltd,Hypertension,8,24899.56435157951
smith ltd,Obesity,4,17779.321586595575
"smith lynch and hart,",Arthritis,1,36358.045428961545
"smith martinez, and soto",Diabetes,1,17767.75997981268
"smith martinez, munoz and",Asthma,1,38329.80654949842
"smith matthews williams, and",Diabetes,1,45909.76107154203
"smith mcgrath, burgess and",Arthritis,1,25618.41125649866
"smith meyer hernandez, and",Asthma,1,14893.590668615152
"smith miller and patton,",Arthritis,1,36551.59057134802
"smith miller cochran, and",Obesity,1,12748.127170103604
"smith miller, and perez",Hypertension,1,24794.42062579664
"smith mitchell and johnson,",Obesity,1,7665.118485470984
"smith mitchell gonzalez, and",Arthritis,2,27343.458832733675
"smith morales, shaw and",Arthritis,1,38406.45778154012
"smith morgan and hawkins,",Obesity,1,28773.751616819714
"smith murphy ramos, and",Obesity,1,33793.92000692053
"smith neal, and ramirez",Diabetes,1,36585.77362495225
"smith oneal willis, and",Arthritis,1,29273.21352360454
"smith orozco smith, and",Hypertension,1,38899.80809609202
"smith ortiz and daniels,",Obesity,1,20727.698484687364
"smith owens, jackson and",Obesity,1,48349.60333434714
"smith padilla and hobbs,",Hypertension,1,19391.905294601434
"smith palmer, and rodriguez",Arthritis,1,11952.172773218876
"smith patel, and goodwin",Cancer,1,25520.74136126462
"smith payne and scott,",Obesity,1,53.93144465760656
"smith peck, tapia and",Cancer,1,45883.58404121757
"smith pierce and moon,",Cancer,1,3624.359717784601
smith plc,Arthritis,12,32067.75043786511
smith plc,Asthma,5,17240.571857832172
smith plc,Cancer,3,25536.33854851547
smith plc,Diabetes,6,31606.14030949232
smith plc,Hypertension,5,34149.93086682509
smith plc,Obesity,5,24282.6145472292
"smith potter, and stevens",Hypertension,1,13407.758878082255
"smith pugh and lambert,",Obesity,1,1673.5936449903566
"smith reid, hill and",Obesity,1,21645.090366209453
"smith roberts and williams,",Asthma,1,36759.91597641791
"smith robertson, dixon and",Arthritis,1,40557.930038054656
"smith rodriguez and buchanan,",Diabetes,1,41392.78012487011
"smith rodriguez and watts,",Hypertension,2,15209.641959617988
"smith ross, white and",Hypertension,1,46696.60578517307
"smith ross, young and",Obesity,1,5186.410349206017
"smith saunders, and allen",Obesity,1,2693.8752062262533
"smith sharp, watts and",Arthritis,1,6942.901506566955
"smith shields, and clayton",Hypertension,1,2038.3368736510904
"smith simmons and stewart,",Cancer,2,48567.247641115006
"smith smith and lee,",Cancer,1,3776.312637495995
"smith smith hernandez, and",Asthma,1,2591.660371754936
smith sons and,Arthritis,2,27246.634261135507
smith sons and,Asthma,1,31749.282089540746
smith sons and,Cancer,1,20918.30939614744
smith sons and,Diabetes,3,22499.881068107516
smith sons and,Hypertension,1,48445.706309211135
smith sons and,Obesity,2,32018.245564983536
"smith stephens wright, and",Diabetes,1,35109.45376657303
"smith stevenson, hansen and",Obesity,1,40211.29201855635
"smith stewart and donovan,",Hypertension,1,7530.046276303525
"smith taylor, and kline",Diabetes,1,40581.46777001252
"smith thomas watson, and",Cancer,1,20124.6281356288
"smith velez and ochoa,",Arthritis,1,5577.9655738705405
"smith walker lee, and",Diabetes,1,10125.808504045885
"smith warren mitchell, and",Asthma,1,330.69564545868184
"smith white and ortiz,",Hypertension,1,18748.558371045747
"smith white, and ryan",Obesity,1,19650.001786591307
"smith williams, dickson and",Arthritis,1,23155.110236428525
"smith williamson, and chapman",Obesity,1,34414.157908363944
"smith wong and morgan,",Arthritis,1,41575.71085194207
"smith wood, and morris",Obesity,1,41881.9235748059
"smith wright and garcia,",Obesity,2,40020.59946469757
"smith, alexander and taylor",Asthma,1,10849.519724432725
"smith, allen garcia and",Hypertension,1,25707.41098843496
"smith, and adams ball",Cancer,1,21607.97482522536
"smith, and anderson blevins",Asthma,1,14117.121226844329
"smith, and beard gardner",Diabetes,1,48936.42410975716
"smith, and carroll wright",Arthritis,1,7574.057207467334
"smith, and carter hansen",Asthma,1,13354.216794041256
"smith, and castaneda peters",Hypertension,1,32598.482162073866
"smith, and cole carter",Arthritis,1,14559.357038870574
"smith, and collins key",Hypertension,1,37489.44894801208
"smith, and davis cain",Arthritis,1,49727.66858963937
"smith, and davis warner",Asthma,2,36848.83053723462
"smith, and diaz ramos",Arthritis,1,47512.521313846926
"smith, and ferguson miller",Diabetes,1,41739.22532574306
"smith, and frost rubio",Diabetes,1,32630.62882586741
"smith, and garcia padilla",Hypertension,1,35550.05922259765
"smith, and green gray",Hypertension,1,49357.09126336061
"smith, and green johnson",Asthma,1,30189.81724014327
"smith, and hanson hobbs",Asthma,1,35126.80131720824
"smith, and henry burton",Hypertension,1,49190.94412244728
"smith, and horn kelly",Cancer,1,3611.8324767222143
"smith, and jackson owens",Cancer,1,20321.29373873152
"smith, and jones farmer",Hypertension,1,27222.77943391536
"smith, and knight marshall",Asthma,1,17387.448137476153
"smith, and lowe gross",Diabetes,1,20257.98124909937
"smith, and lowery vasquez",Diabetes,1,27455.75600606933
"smith, and marquez lane",Hypertension,1,21745.533344367457
"smith, and mason shepherd",Obesity,1,25286.766817910902
"smith, and maynard hill",Hypertension,1,36169.33899077516
"smith, and mueller clark",Asthma,1,28399.294991989296
"smith, and newton williams",Asthma,1,2730.1051734917783
"smith, and osborn savage",Diabetes,1,19634.477034890187
"smith, and phillips orozco",Obesity,1,26269.648385864864
"smith, and powell wright",Obesity,1,15982.188260812538
"smith, and roberts decker",Arthritis,1,4511.120268649152
"smith, and rush hubbard",Arthritis,1,40614.62745934215
"smith, and sanders park",Cancer,1,42872.52847656568
"smith, and shea rodriguez",Arthritis,1,6986.808180964639
"smith, and simmons schwartz",Hypertension,1,15351.185752322926
"smith, and smith butler",Asthma,1,16821.242871820778
"smith, and thomas gonzalez",Arthritis,2,48678.33518218232
"smith, and thomas johnson",Cancer,1,24559.329668549824
"smith, and white mcintyre",Obesity,1,22557.479320772945
"smith, and white moreno",Arthritis,1,32653.94498917126
"smith, and wilson cook",Asthma,1,48996.62137806015
"smith, and wilson patel",Arthritis,1,2274.599038541492
"smith, and wood scott",Hypertension,1,14528.21674284438
"smith, arroyo warner and",Diabetes,1,38118.28338545978
"smith, ayala and lawson",Cancer,1,39127.25655043232
"smith, bailey and dixon",Obesity,1,2858.1293880360704
"smith, bailey austin and",Hypertension,1,46189.76798523772
"smith, barnes garcia and",Asthma,1,21669.36924616424
"smith, bridges and smith",Obesity,1,17156.594847436438
"smith, brown and carroll",Asthma,1,26084.631468951826
"smith, bruce and johnson",Arthritis,1,19795.42384363157
"smith, burton cervantes and",Diabetes,1,38792.929604115285
"smith, cameron and tucker",Obesity,1,10302.086979766784
"smith, case lucas and",Obesity,1,45618.27492543993
"smith, chase and cobb",Asthma,1,48515.16643508518
"smith, chavez berg and",Cancer,1,32552.416469292337
"smith, chen smith and",Cancer,2,23067.926762342897
"smith, daugherty and mora",Hypertension,1,43287.45725384793
"smith, dawson and garcia",Obesity,1,3541.786928493179
"smith, elliott and blackburn",Arthritis,1,36086.57207805436
"smith, espinoza and smith",Obesity,1,2717.008654528201
"smith, fleming frost and",Hypertension,1,25894.560064757745
"smith, flores moreno and",Arthritis,1,31758.66185351787
"smith, fox and perez",Diabetes,1,20519.543627749623
"smith, garcia cochran and",Arthritis,1,31192.364521948894
"smith, gordon and brown",Arthritis,1,8311.84302374328
"smith, gregory and joyce",Arthritis,1,17552.420501477594
"smith, hall and smith",Asthma,1,26058.54406109944
"smith, hanna and gonzales",Asthma,1,44070.55074403224
"smith, hanna wilcox and",Asthma,1,28906.54613789296
"smith, hayden and smith",Hypertension,1,41294.16990447709
"smith, hooper hamilton and",Arthritis,1,2770.636889312671
"smith, jensen wolfe and",Diabetes,1,6688.408883249865
"smith, johnson and booth",Obesity,1,8380.695789279465
"smith, johnson wade and",Hypertension,1,6713.388296156562
"smith, jones gonzalez and",Obesity,2,42466.80496285209
"smith, jones parsons and",Asthma,1,15567.456324760878
"smith, lee and ibarra",Asthma,1,46840.91189110143
"smith, lopez anderson and",Cancer,1,20656.38068138295
"smith, lowe valenzuela and",Diabetes,2,19163.386669448024
"smith, luna may and",Asthma,1,6599.119371365042
"smith, maxwell and lopez",Cancer,1,24450.384602381622
"smith, miller and mason",Cancer,2,33220.90097077846
"smith, miller rosario and",Obesity,1,30881.35942552224
"smith, mitchell and gardner",Hypertension,2,14056.421758497134
"smith, mitchell and morrow",Asthma,1,47187.62520630449
"smith, molina frye and",Cancer,1,38153.21973058481
"smith, morgan and myers",Hypertension,1,4640.241494940088
"smith, nguyen and miller",Hypertension,2,12011.688445956395
"smith, nicholson and booth",Arthritis,1,11339.12022496674
"smith, ortiz and sanchez",Diabetes,1,33891.65665545992
"smith, owens lee and",Arthritis,1,26742.94099540934
"smith, parker and rhodes",Asthma,1,20963.72284775416
"smith, parks garrett and",Cancer,1,12549.83158731962
"smith, phelps cruz and",Hypertension,1,9002.697286943492
"smith, phillips and gentry",Hypertension,1,23778.267589374773
"smith, phillips smith and",Diabetes,1,19705.096487344654
"smith, richardson and stewart",Diabetes,1,38471.80227921058
"smith, roberts and morris",Diabetes,1,20484.08461378141
"smith, rodriguez and wright",Arthritis,1,29849.11162891983
"smith, rodriguez cohen and",Diabetes,1,38029.76717117329
"smith, rose chang and",Hypertension,1,45516.1117004346
"smith, rowe and schmidt",Diabetes,1,22907.004972898805
"smith, russell and gentry",Arthritis,2,28017.87116774982
"smith, salazar and webb",Cancer,1,16654.03738205746
"smith, sanchez zuniga and",Arthritis,1,38265.07384812754
"smith, santiago lewis and",Diabetes,1,14105.125909794044
"smith, scott and johnson",Asthma,1,45161.20190070442
"smith, shaw stevens and",Diabetes,1,6509.122262702815
"smith, shields mccann and",Diabetes,1,27792.690903137827
"smith, singh and gonzales",Obesity,1,16155.880129231484
"smith, smith gardner and",Arthritis,2,36440.98652101092
"smith, thompson gregory and",Hypertension,1,41749.02027870521
"smith, weeks morales and",Diabetes,1,41781.81978786341
"smith, white rodriguez and",Cancer,1,47001.69886197696
"smith, williams wilkins and",Arthritis,1,15118.946441028484
"smith, zamora graham and",Asthma,1,33365.21544475726
smith-adams,Obesity,1,24708.99844437171
smith-adkins,Asthma,1,31512.51689231324
smith-aguirre,Obesity,1,27252.609345327444
smith-alexander,Cancer,1,19650.143292341352
smith-alexander,Obesity,1,16113.546688040376
smith-allen,Arthritis,1,8061.526960577553
smith-allen,Diabetes,1,5404.2873115518505
smith-alvarez,Arthritis,1,16318.903674804284
smith-anderson,Hypertension,1,37135.10242605975
smith-archer,Arthritis,2,7824.581162319698
smith-arias,Hypertension,1,46741.8658760315
smith-bailey,Asthma,1,28169.75691002763
smith-baker,Cancer,1,21306.040090424267
smith-barker,Hypertension,1,16359.53358141336
smith-barnett,Hypertension,1,14950.575922689335
smith-barr,Diabetes,1,17692.50049846005
smith-barrett,Hypertension,1,19441.35445639904
smith-barton,Cancer,1,13406.950769801517
smith-barton,Obesity,1,19136.71023868743
smith-benson,Arthritis,1,16378.076170983692
smith-benson,Cancer,1,37600.029279530456
smith-benton,Diabetes,1,19261.838039838167
smith-bernard,Asthma,1,43803.01203942547
smith-berry,Asthma,1,35895.076689926595
smith-black,Diabetes,1,20358.488597785483
smith-blackwell,Cancer,1,11290.705237446498
smith-blake,Cancer,1,26837.020648459173
smith-bowen,Cancer,1,36642.28207148805
smith-bowers,Hypertension,1,43820.3615054596
smith-bradshaw,Asthma,1,15954.45409178789
smith-brooks,Arthritis,1,45817.89373007457
smith-brooks,Diabetes,1,39125.672022619015
smith-brown,Asthma,1,21918.67557086697
smith-brown,Cancer,1,20344.559640003183
smith-brown,Hypertension,1,41762.2630518007
smith-brown,Obesity,1,30240.75721476078
smith-bruce,Obesity,1,30338.74811588696
smith-bryant,Obesity,1,16982.53688658151
smith-buchanan,Obesity,1,41136.1743208816
smith-burgess,Asthma,2,29212.69508160336
smith-butler,Cancer,1,24022.16093438749
smith-butler,Diabetes,2,5828.981009749172
smith-byrd,Diabetes,1,13032.636888837102
smith-byrd,Hypertension,1,47384.225247101785
smith-caldwell,Diabetes,1,22568.469410287315
smith-caldwell,Hypertension,1,48594.411059611884
smith-cannon,Asthma,1,-407.8008225441092
smith-carlson,Cancer,1,18566.57535000855
smith-carter,Arthritis,1,25344.198169138
smith-carter,Cancer,1,5643.5214749505085
smith-carter,Diabetes,1,7903.144173733342
smith-case,Asthma,1,45157.50296405503
smith-chan,Cancer,1,2343.038008275777
smith-chavez,Obesity,1,31543.59764279343
smith-christensen,Diabetes,1,22704.769075572003
smith-clark,Arthritis,1,47359.233196551126
smith-coffey,Cancer,1,16403.92292014086
smith-cole,Arthritis,1,9987.565113449353
smith-collins,Asthma,1,16023.27811432276
smith-collins,Hypertension,1,7534.837340983259
smith-collins,Obesity,1,9622.011427484566
smith-conner,Obesity,1,42060.175418388695
smith-cooke,Diabetes,1,14032.665200074489
smith-copeland,Cancer,1,3038.1070287869143
smith-cortez,Cancer,1,45787.88955494482
smith-cox,Asthma,2,40994.47743355792
smith-cox,Hypertension,1,37200.70419937058
smith-crawford,Cancer,1,29676.40381667848
smith-cruz,Cancer,1,3179.642536201733
smith-cunningham,Arthritis,1,31466.6978340664
smith-curry,Hypertension,1,18888.806147224408
smith-davenport,Diabetes,1,41331.8265141942
smith-davis,Arthritis,1,20185.752288567022
smith-davis,Cancer,1,16097.865126355213
smith-davis,Diabetes,1,11876.910417668118
smith-davis,Obesity,4,32691.946795939413
smith-dixon,Obesity,1,1737.0949705025337
smith-dodson,Obesity,1,47997.180336446654
smith-doyle,Diabetes,1,18691.602318142744
smith-duncan,Cancer,1,32835.23204757969
smith-dunn,Arthritis,1,46085.45698509346
smith-elliott,Arthritis,1,12151.1400292797
smith-ellison,Obesity,1,16932.134311750084
smith-erickson,Obesity,1,22804.9470233311
smith-escobar,Obesity,1,44942.99567242175
smith-espinoza,Cancer,1,9148.560651941494
smith-ewing,Arthritis,1,6407.901188672767
smith-fields,Asthma,1,4875.09848132092
smith-fields,Cancer,1,12075.674605122802
smith-fisher,Arthritis,1,47237.51616523794
smith-flynn,Hypertension,1,2669.069538111557
smith-foster,Arthritis,1,14736.387861936357
smith-foster,Obesity,1,27555.90719777128
smith-fox,Arthritis,1,33934.33551290536
smith-fox,Diabetes,1,14583.52786619614
smith-freeman,Diabetes,1,32966.21124923355
smith-frost,Cancer,2,37924.06762696165
smith-garcia,Arthritis,1,13090.269418705626
smith-garcia,Hypertension,1,12152.074262530265
smith-garrett,Obesity,1,22074.535022634664
smith-gibbs,Cancer,1,7968.098087283343
smith-glenn,Obesity,1,3713.993481350338
smith-golden,Cancer,1,14088.92963431436
smith-gonzales,Cancer,2,9412.570761682966
smith-gonzales,Diabetes,1,36721.99639370994
smith-gonzalez,Arthritis,1,48103.758994607866
smith-goodwin,Cancer,1,14876.85603941838
smith-goodwin,Diabetes,1,37479.190478636745
smith-graham,Obesity,1,2550.1303709666067
smith-griffin,Diabetes,3,34920.09768436922
smith-griffith,Hypertension,1,22908.42464074804
smith-grimes,Cancer,1,39993.28986855356
smith-gross,Hypertension,1,22275.60277056011
smith-hall,Arthritis,1,3955.783287634775
smith-hamilton,Arthritis,1,23839.939735389125
smith-hamilton,Asthma,1,4324.080444093282
smith-hampton,Asthma,1,7074.484401650119
smith-hanson,Diabetes,1,17722.837169785926
smith-harding,Asthma,1,42122.5298087908
smith-hardy,Cancer,1,28504.31893193105
smith-harris,Asthma,2,10586.937284459056
smith-harris,Cancer,1,19363.38076870136
smith-hart,Cancer,1,36580.24457582482
smith-hebert,Obesity,1,51306.63052380713
smith-henry,Asthma,1,17688.485633015094
smith-hernandez,Diabetes,1,15933.042823263426
smith-hernandez,Obesity,1,42944.20993498448
smith-herrera,Obesity,1,41766.051343047766
smith-hicks,Hypertension,1,39605.89074078776
smith-hill,Arthritis,1,21158.745009124526
smith-hodge,Cancer,1,47249.54135788173
smith-hodges,Hypertension,1,13133.992991557774
smith-hoffman,Arthritis,1,35513.76632548327
smith-holmes,Asthma,1,5468.9433623382365
smith-holmes,Obesity,1,34008.43556563516
smith-hooper,Diabetes,1,48916.66807454622
smith-horne,Diabetes,1,25993.29211189405
smith-horne,Hypertension,1,43350.46139882974
smith-howard,Hypertension,2,17105.7873220024
smith-howell,Obesity,1,35252.22874422004
smith-huff,Cancer,1,11184.9297118324
smith-ingram,Hypertension,1,10622.559330450687
smith-jackson,Arthritis,1,27306.48081445514
smith-james,Arthritis,1,50691.170711903535
smith-jenkins,Diabetes,1,39086.14898013363
smith-johnson,Arthritis,2,19714.56805612483
smith-johnson,Obesity,3,18386.098482383695
smith-johnston,Cancer,2,26458.861165446106
smith-jones,Arthritis,1,35441.56860058146
smith-jones,Asthma,1,26320.8305463652
smith-jones,Hypertension,1,15546.283962134044
smith-joseph,Arthritis,1,1611.3646369137357
smith-keller,Hypertension,1,15359.852626920068
smith-kelley,Diabetes,1,19471.63389164121
smith-kelly,Cancer,1,32624.723579706515
smith-kelly,Diabetes,1,43057.33178081901
smith-kennedy,Asthma,1,11190.74756622062
smith-kerr,Hypertension,1,2261.409571455876
smith-king,Asthma,1,44031.40360565475
smith-kline,Hypertension,1,13364.939004695108
smith-lee,Obesity,1,16173.473142291145
smith-lewis,Obesity,2,27276.04822957843
smith-little,Cancer,1,33092.222546540135
smith-lloyd,Arthritis,1,47046.62085729223
smith-lopez,Cancer,3,15837.233653489066
smith-lopez,Hypertension,1,45223.58574380836
smith-lozano,Arthritis,1,42993.82037635155
smith-lucas,Obesity,1,24478.56123653755
smith-lynch,Obesity,1,35483.88959381056
smith-mack,Arthritis,1,28906.05068260603
smith-madden,Diabetes,1,27332.80709736989
smith-marshall,Asthma,2,33697.28656206239
smith-marshall,Cancer,1,49321.90385975105
smith-martinez,Cancer,1,33939.77819088679
smith-martinez,Obesity,1,48612.805084494976
smith-mason,Cancer,1,9611.70925852522
smith-mathis,Diabetes,1,30643.67548112192
smith-matthews,Arthritis,1,31979.209981282253
smith-maynard,Hypertension,2,26518.71243807109
smith-mayo,Diabetes,3,29912.051939518133
smith-mccarty,Arthritis,1,669.267005898188
smith-mcdowell,Arthritis,1,7150.470788983713
smith-mcgee,Cancer,1,9715.443430844112
smith-mejia,Asthma,1,20953.69592739015
smith-mendez,Obesity,2,32174.62207580303
smith-meyer,Hypertension,1,9105.060453602498
smith-miller,Arthritis,1,14406.488196252503
smith-miller,Cancer,1,34830.843589439086
smith-miller,Diabetes,1,47678.35678602784
smith-mitchell,Cancer,1,45801.71143371669
smith-molina,Cancer,1,22393.61221817418
smith-moore,Arthritis,1,42370.66541859987
smith-moore,Cancer,2,15156.197221348692
smith-mora,Arthritis,1,42956.8998700639
smith-morris,Asthma,1,23292.400852933468
smith-moses,Diabetes,1,41152.423057960135
smith-moss,Cancer,1,37172.743907356176
smith-mullins,Arthritis,1,25411.185009820227
smith-murray,Hypertension,1,37536.01566188672
smith-nguyen,Obesity,1,13672.83829453503
smith-obrien,Diabetes,1,22111.75783586897
smith-obrien,Hypertension,2,41900.60031383976
smith-oliver,Hypertension,1,40791.51512717927
smith-olson,Asthma,2,10562.13482155053
smith-orr,Diabetes,1,17910.887208837416
smith-owen,Cancer,1,42818.823707369775
smith-palmer,Cancer,1,40810.46047104782
smith-parker,Hypertension,1,23805.106139800435
smith-parker,Obesity,1,41246.01718442029
smith-patterson,Asthma,1,14294.7158768119
smith-patton,Obesity,1,22244.55917067248
smith-paul,Hypertension,1,44945.87619114028
smith-pena,Obesity,1,9806.118212573536
smith-perez,Cancer,1,31961.46979286622
smith-perez,Diabetes,2,15506.138231816425
smith-perez,Obesity,1,6143.268087264602
smith-perkins,Cancer,1,10865.918390737284
smith-perry,Asthma,1,2062.308418903126
smith-peterson,Asthma,1,41173.5124331088
smith-peterson,Hypertension,1,9621.714407803704
smith-powers,Asthma,1,36888.105415398975
smith-prince,Asthma,1,33211.67837538979
smith-pruitt,Obesity,2,33598.68890569869
smith-ramirez,Arthritis,1,9085.56023024128
smith-ramos,Cancer,1,2022.8643123331087
smith-ramos,Diabetes,2,15655.081711576395
smith-ramsey,Obesity,1,6834.185376228379
smith-reed,Diabetes,4,24587.039292681875
smith-reese,Hypertension,1,7732.367661868466
smith-reyes,Hypertension,2,20500.781582764226
smith-richard,Cancer,1,24849.81840023828
smith-richardson,Arthritis,1,1549.033521524162
smith-richardson,Diabetes,1,10896.632357455006
smith-riddle,Obesity,1,29811.65742673252
smith-riley,Obesity,1,40688.09603507715
smith-ritter,Asthma,1,6169.642211755488
smith-rivera,Cancer,1,18998.49357984819
smith-rivera,Diabetes,1,38614.21155320658
smith-roberts,Arthritis,1,32764.46810650687
smith-robinson,Diabetes,2,41672.32566741615
smith-rocha,Asthma,1,35361.99520174786
smith-rodriguez,Arthritis,2,25089.687161185586
smith-rodriguez,Obesity,1,34924.253445836934
smith-rogers,Diabetes,1,31230.71933743221
smith-rogers,Obesity,1,48356.87597872645
smith-rojas,Diabetes,1,43912.28117527184
smith-rollins,Cancer,1,48322.10435099513
smith-romero,Hypertension,1,17013.01528369073
smith-ross,Cancer,1,4129.870715137058
smith-roth,Obesity,1,16226.784257119789
smith-roy,Asthma,1,32180.186390666822
smith-russell,Asthma,1,14648.938523352605
smith-ryan,Diabetes,1,14116.508471275343
smith-salinas,Diabetes,1,45833.17038902411
smith-sanders,Cancer,1,30369.45335977684
smith-saunders,Arthritis,2,39800.36035976118
smith-schneider,Asthma,1,48952.833522090245
smith-schneider,Diabetes,1,13676.109281959903
smith-schroeder,Diabetes,2,1658.2075132985126
smith-shannon,Diabetes,1,47704.79305225368
smith-shaw,Arthritis,1,7330.804850900471
smith-shaw,Hypertension,1,26134.80568581296
smith-skinner,Obesity,1,19932.535841658537
smith-smith,Asthma,1,12868.50280519435
smith-smith,Cancer,1,22444.02616851825
smith-smith,Hypertension,3,30628.569220856993
smith-smith,Obesity,2,21510.27844479232
smith-spears,Hypertension,1,35212.92362686872
smith-stafford,Diabetes,1,45741.29217277408
smith-stephens,Arthritis,3,29521.725342319787
smith-stevens,Cancer,1,23792.38712802686
smith-stewart,Obesity,1,45821.27425866528
smith-stone,Arthritis,1,27744.85001176153
smith-stone,Cancer,1,4327.302235731707
smith-sullivan,Diabetes,1,34280.643945059084
smith-taylor,Arthritis,1,43498.60898885384
smith-taylor,Cancer,1,5312.634816253584
smith-thomas,Diabetes,2,32409.845827547593
smith-thompson,Arthritis,1,48717.18114258897
smith-turner,Asthma,2,4464.779044042311
smith-valentine,Hypertension,1,5843.882865517622
smith-vang,Arthritis,1,43839.90417350411
smith-vincent,Obesity,1,10287.382699489215
smith-wade,Arthritis,2,44752.76140532571
smith-wagner,Cancer,1,14393.99930612322
smith-walker,Asthma,1,11706.977488287555
smith-walters,Obesity,2,33355.163006016
smith-walton,Arthritis,1,41658.93518855368
smith-ward,Arthritis,2,9936.684853130604
smith-ward,Diabetes,1,20393.676300715462
smith-warren,Obesity,1,34095.02232398397
smith-watson,Diabetes,1,36574.81042076355
smith-weaver,Diabetes,1,42455.865529374205
smith-weaver,Obesity,1,30877.29746463788
smith-weiss,Obesity,1,36332.9896775106
smith-wells,Asthma,1,15188.480869383526
smith-wells,Cancer,1,3709.3324751332193
smith-white,Asthma,1,49741.76822934036
smith-whitney,Asthma,1,7041.855326636781
smith-williams,Arthritis,1,47047.89093145279
smith-williams,Cancer,1,18975.8117945654
smith-williams,Diabetes,2,39062.54684895044
smith-williams,Hypertension,1,14332.254499777424
smith-wilson,Arthritis,1,36015.9187620955
smith-wilson,Asthma,1,28071.77470644153
smith-wilson,Diabetes,2,16604.639187126028
smith-wilson,Hypertension,1,26091.6605495027
smith-wilson,Obesity,2,30548.31027554883
smith-woodward,Hypertension,1,42616.144663130486
smith-wu,Hypertension,1,39434.65355494188
smith-wyatt,Cancer,1,48519.90846929937
smith-yu,Obesity,1,4849.09245508138
"snow and arellano miles,",Diabetes,1,34948.880767823386
snow and sons,Obesity,1,25693.04323750962
"snow and stafford warren,",Arthritis,1,23556.559488308016
"snow and taylor, anderson",Arthritis,1,33941.43669805673
"snow clark, and bailey",Obesity,1,10945.657021014677
"snow kim, davidson and",Hypertension,1,26467.460348454988
snow llc,Obesity,1,21267.52182118071
"snow smith, and tucker",Diabetes,1,6545.101714229058
"snow, vega johnson and",Diabetes,1,41939.65369087366
snow-day,Arthritis,1,23523.596818012746
snow-patton,Obesity,1,39089.93681234998
snow-stanley,Diabetes,1,47126.09929384846
snow-turner,Cancer,1,18413.10430287495
"snyder and bradford moore,",Hypertension,1,46304.11241033708
"snyder and evans, meyer",Diabetes,1,25538.929760106024
"snyder and hartman, bennett",Asthma,1,44229.09534670391
"snyder and howard dixon,",Asthma,1,43454.8615472968
"snyder and long, wells",Arthritis,1,32426.537625928067
"snyder and mullins, roberts",Asthma,2,22613.73021362417
"snyder and murphy, ashley",Arthritis,1,28267.36004835591
"snyder brown, hess and",Asthma,1,35241.048928100965
"snyder campbell powell, and",Arthritis,1,41861.12152064563
snyder group,Obesity,1,47839.95153141085
snyder inc,Hypertension,1,30779.9284298043
snyder llc,Arthritis,1,14643.477097575696
snyder llc,Hypertension,1,22048.007789893487
snyder llc,Obesity,2,40991.264586379584
snyder ltd,Arthritis,1,13916.84504262476
snyder ltd,Asthma,1,45805.31554244504
snyder ltd,Obesity,1,41134.78762471197
snyder plc,Arthritis,2,25169.483381974802
snyder plc,Cancer,2,47627.27457065403
snyder plc,Hypertension,1,8143.826999075727
snyder sons and,Diabetes,1,830.0743784883471
"snyder wilson, and spencer",Obesity,2,31384.357704710645
"snyder, and keller page",Asthma,1,25157.36733893108
"snyder, and kim howard",Diabetes,1,36673.70977468552
"snyder, and lowery figueroa",Diabetes,1,7474.509616734038
"snyder, and munoz murphy",Hypertension,1,19818.110715255632
"snyder, and savage stevenson",Diabetes,2,34774.811966892514
"snyder, and villarreal cole",Diabetes,1,19184.34033961933
"snyder, clarke jones and",Asthma,1,33047.23650578312
"snyder, dunn decker and",Arthritis,1,44487.08082742593
"snyder, underwood reed and",Obesity,1,36067.7046691126
snyder-bennett,Obesity,1,2720.594774213188
snyder-campbell,Hypertension,1,706.9183919942022
snyder-carr,Cancer,1,46397.28224618044
snyder-davis,Hypertension,1,26424.358737800187
snyder-good,Hypertension,1,41145.63226848394
snyder-gutierrez,Arthritis,1,15346.206063684687
snyder-hodges,Asthma,2,6562.595972490988
snyder-johnson,Hypertension,1,36559.41459213243
snyder-jones,Obesity,1,20444.06289421056
snyder-lopez,Diabetes,1,11094.181355427094
